Transaction date,opening,highest,lowest,current,amount
20150708_,10485,10505,10200,10200,24575720
20150709_,10050,10330,9945,10330,35886753
20150710_,10370,10400,10255,10360,16842468
20150713_,10315,10635,10285,10560,23694633
20150714_,10620,10620,10395,10465,16663714
20150715_,10540,10725,10445,10540,25581621
20150716_,10480,10675,10480,10675,16027798
20150717_,10785,10805,10500,10565,19267591
20150720_,10550,10655,10445,10510,11565031
20150721_,10550,10680,10440,10565,19532833
20150722_,10440,10500,10300,10355,18893200
20150723_,10390,10410,10260,10350,13001510
20150724_,10250,10270,10085,10120,20657697
20150727_,10030,10200,10000,10175,13813880
20150728_,10095,10225,10025,10195,13777308
20150729_,10270,10300,10190,10270,13343581
20150730_,10295,10320,10095,10095,19334360
20150731_,10105,10125,9935,10025,25053446
20150803_,10035,10040,9855,9915,16023838
20150804_,9910,10010,9895,10010,13493597
20150805_,9985,10085,9940,10030,13798564
20150806_,10045,10060,9785,9795,25173265
20150807_,9725,9775,9655,9745,12836693
20150810_,9710,9725,9615,9700,13069487
20150811_,9805,9925,9625,9625,23333789
20150812_,9570,9660,9365,9495,28150203
20150813_,9460,9595,9425,9580,16758835
20150817_,9605,9630,9400,9420,12023872
20150818_,9490,9510,9380,9390,14550757
20150819_,9355,9410,9185,9250,20917838
20150820_,9225,9240,9050,9050,20963856
20150821_,8750,8830,8615,8765,41525856
20150824_,8590,8680,8000,8330,59153134
20150825_,8345,8585,8050,8400,47501242
20150826_,8310,8765,8215,8715,42764701
20150827_,8800,8920,8725,8790,30996118
20150828_,8970,9050,8935,9035,25567991
20150831_,8970,9050,8900,9050,14131682
20150901_,8980,9050,8815,8835,19420868
20150902_,8630,8960,8630,8870,25076038
20150903_,8960,8995,8855,8905,16804731
20150904_,8920,8955,8690,8750,20675100
20150907_,8715,8850,8645,8705,16986424
20150908_,8745,8780,8640,8750,13772818
20150909_,8910,9275,8910,9275,32087134
20150910_,9115,9340,9095,9260,32795734
20150911_,9195,9335,9165,9165,17015250
20150914_,9250,9270,8995,9080,19329819
20150915_,9090,9185,9065,9120,16719653
20150916_,9250,9660,9245,9545,37025358
20150917_,9730,9745,9595,9625,21289105
20150918_,9600,9815,9395,9730,29921400
20150921_,9530,9580,9345,9420,19480042
20150922_,9470,9560,9390,9530,16779429
20150923_,9310,9445,9225,9255,24960786
20150924_,9320,9345,9200,9240,15496573
20150925_,9200,9300,9100,9225,19289155
20150930_,8935,9395,8930,9365,21669133
20151001_,9355,9675,9305,9560,27054043
20151002_,9555,9590,9420,9435,17978298
20151005_,9525,9705,9440,9470,25702355
20151006_,9680,9740,9615,9645,22525693
20151007_,9705,9945,9695,9910,32758539
20151008_,10010,10095,9930,10060,28582346
20151012_,10135,10300,10110,10185,28494702
20151013_,10180,10260,10090,10150,15387849
20151014_,10100,10140,9980,10090,18516279
20151015_,10065,10390,10065,10330,27303230
20151016_,10405,10405,10240,10265,15324187
20151019_,10315,10360,10190,10275,17556971
20151020_,10250,10370,10225,10345,12814827
20151021_,10345,10560,10320,10415,24490666
20151022_,10340,10420,10250,10285,14169701
20151023_,10495,10610,10420,10445,26679875
20151026_,10560,10565,10470,10500,11999893
20151027_,10485,10520,10380,10480,11717873
20151028_,10500,10505,10335,10480,15031946
20151029_,10495,10725,10370,10425,29295602
20151030_,10380,10550,10360,10490,16842125
20151102_,10455,10525,10400,10485,13652107
20151103_,10600,10740,10600,10680,21712820
20151104_,10760,10780,10595,10655,18668169
20151105_,10600,10665,10530,10650,14815833
20151106_,10600,10660,10450,10505,13687815
20151109_,10440,10485,10340,10425,11272818
20151110_,10295,10300,10100,10115,18448150
20151111_,10070,10160,9975,10095,16962668
20151112_,10070,10130,10030,10115,10455988
20151113_,9900,9965,9850,9850,17727282
20151116_,9620,9740,9590,9600,17993778
20151117_,9780,9835,9710,9775,13477371
20151118_,9735,9810,9705,9725,8961487
20151119_,9900,10000,9815,9995,14468022
20151120_,10025,10050,9985,10020,7366291
20151123_,10060,10185,10050,10150,11453653
20151124_,10145,10240,10135,10230,11363870
20151125_,10230,10235,10135,10210,7864653
20151126_,10245,10470,10225,10455,18176019
20151127_,10470,10500,10400,10410,9637871
20151130_,10320,10325,9920,10015,24931932
20151201_,10080,10340,10075,10310,20650860
20151202_,10325,10330,10170,10170,13334492
20151203_,10050,10055,9850,9990,23581170
20151204_,9790,9880,9750,9785,27584291
20151207_,9905,9915,9705,9705,18149258
20151208_,9690,9785,9575,9610,17397025
20151209_,9605,9670,9575,9610,13270869
20151210_,9590,9755,9535,9700,15925336
20151211_,9640,9800,9610,9660,16303417
20151214_,9490,9525,9365,9500,17970439
20151215_,9575,9600,9500,9560,11540650
20151216_,9710,9995,9685,9930,32728600
20151217_,10040,10080,9855,9915,21178791
20151218_,9755,9970,9730,9885,16066820
20151221_,9885,10025,9760,9955,17373103
20151222_,9915,10015,9825,9995,16503842
20151223_,10045,10235,10005,10160,29076210
20151224_,10265,10300,10070,10070,18588831
20151228_,10065,10100,9790,9790,18991601
20151229_,9835,9945,9765,9940,13458692
20151230_,10000,10050,9845,9870,12828202
20160104_,9810,9815,9470,9490,32089232
20160105_,9420,9620,9400,9525,28177379
20160106_,9550,9565,9305,9400,30356822
20160107_,9340,9430,9175,9225,28134816
20160108_,9110,9375,9070,9370,33801647
20160111_,9190,9210,9070,9150,30511153
20160112_,9240,9275,9050,9100,26151577
20160113_,9185,9390,9175,9360,22981637
20160114_,9115,9160,9000,9160,46505780
20160115_,9305,9350,8885,8970,45422236
20160118_,8790,8995,8720,8955,30847951
20160119_,8940,9040,8790,9040,28690152
20160120_,8965,8980,8535,8620,68849543
20160121_,8640,8760,8575,8600,36841981
20160122_,8765,8950,8750,8950,42642731
20160125_,9045,9160,8955,9070,34533654
20160126_,8950,8970,8710,8825,41839309
20160127_,8960,9115,8950,9075,40869344
20160128_,8945,9130,8865,9110,32749795
20160129_,9050,9140,8925,9140,45765542
20160201_,9215,9350,9195,9260,36355855
20160202_,9185,9265,9120,9140,28267464
20160203_,8950,8960,8835,8925,32157771
20160204_,9060,9275,9020,9260,40275899
20160205_,9205,9355,9205,9300,28122299
20160211_,8900,8910,8745,8795,57905692
20160212_,8690,8760,8535,8655,43172799
20160215_,8830,8935,8795,8890,29147096
20160216_,8915,9190,8900,9145,43203507
20160217_,9095,9255,9075,9165,33302666
20160218_,9390,9410,9305,9325,36953755
20160219_,9295,9385,9290,9365,23185652
20160222_,9305,9465,9290,9400,26231289
20160223_,9485,9500,9350,9400,26421174
20160224_,9365,9455,9305,9380,18789295
20160225_,9450,9555,9335,9405,33349525
20160226_,9500,9535,9415,9435,19769717
20160229_,9380,9505,9360,9395,15736184
20160302_,9625,9715,9615,9690,37441722
20160303_,9735,9755,9695,9750,24484354
20160304_,9750,9810,9730,9760,14651658
20160307_,9810,9840,9790,9795,13716785
20160308_,9830,9830,9590,9645,16079870
20160309_,9620,9725,9590,9725,10149219
20160310_,9760,9990,9755,9920,31470708
20160311_,9895,9995,9890,9950,17749528
20160314_,10050,10055,9920,9940,14411185
20160315_,9930,9995,9855,9925,12934836
20160316_,9970,10065,9925,9985,19138070
20160317_,10060,10250,10050,10070,33045690
20160318_,10165,10175,10055,10090,10752547
20160321_,10160,10220,10005,10080,15023455
20160322_,10110,10160,10080,10160,12395250
20160323_,10170,10245,10125,10145,13393156
20160324_,10080,10160,10015,10090,13415293
20160325_,10120,10140,10055,10075,7712962
20160328_,10075,10155,10055,10105,11211422
20160329_,10110,10230,10100,10185,15884120
20160330_,10275,10350,10265,10285,18356698
20160331_,10330,10330,10145,10190,13021394
20160401_,10180,10190,9910,9910,19096223
20160404_,9925,9975,9890,9950,7510848
20160405_,9890,9905,9750,9775,14873793
20160406_,9790,9910,9770,9880,10587359
20160407_,9950,9985,9805,9885,10611177
20160408_,9760,9865,9675,9855,16650301
20160411_,9835,9890,9760,9870,9625427
20160412_,9870,10025,9845,10010,15992694
20160414_,10255,10440,10255,10415,37512502
20160415_,10415,10475,10390,10410,13020573
20160418_,10250,10365,10210,10345,10729688
20160419_,10415,10465,10355,10370,11091916
20160420_,10415,10505,10300,10300,14880296
20160421_,10420,10500,10375,10470,15435134
20160422_,10390,10435,10350,10380,10970579
20160425_,10380,10395,10280,10340,8416958
20160426_,10345,10480,10330,10430,13153281
20160427_,10390,10445,10390,10415,6807078
20160428_,10495,10500,10200,10200,18157945
20160429_,10195,10210,10030,10115,14866594
20160502_,10070,10080,9955,9970,11088371
20160503_,10060,10060,9975,10030,10080846
20160504_,9920,9980,9855,9905,14683846
20160509_,9920,9935,9840,9880,8660972
20160510_,9830,9970,9825,9970,10118552
20160511_,10040,10040,9835,9935,17324591
20160512_,9860,9935,9805,9900,16294874
20160513_,9865,9890,9700,9725,23102949
20160516_,9660,9810,9655,9765,9968773
20160517_,9780,9800,9695,9765,12716643
20160518_,9710,9715,9540,9640,21216220
20160519_,9600,9635,9565,9595,11238631
20160520_,9580,9650,9550,9605,9707938
20160523_,9625,9680,9500,9660,15164455
20160524_,9610,9625,9510,9510,11927439
20160525_,9635,9800,9620,9785,17064513
20160526_,9790,9835,9730,9755,10378812
20160527_,9785,9865,9750,9840,14064342
20160530_,9830,9850,9705,9805,12837521
20160531_,9790,9950,9695,9925,19357282
20160601_,9880,9995,9860,9950,13380923
20160602_,9960,10010,9935,10000,9738776
20160603_,10035,10060,9980,10025,9524575
20160607_,10095,10295,10090,10295,22370606
20160608_,10300,10480,10290,10480,20265932
20160609_,10465,10595,10375,10455,23755009
20160610_,10480,10480,10390,10390,7479833
20160613_,10225,10255,9980,9995,16957827
20160614_,9935,10000,9840,9920,15996329
20160615_,9870,9970,9810,9890,15145314
20160616_,9910,9930,9680,9740,25956100
20160617_,9860,9950,9760,9785,20738148
20160620_,9965,10060,9935,10035,23529691
20160621_,10010,10055,9945,10035,17224968
20160622_,10040,10200,10000,10160,20431431
20160623_,10145,10190,10110,10155,11629269
20160624_,10255,10285,9265,9505,97798405
20160627_,9440,9570,9360,9570,32670657
20160628_,9395,9660,9360,9605,31030402
20160629_,9705,9920,9665,9825,38691707
20160630_,9935,9950,9820,9915,28293217
20160701_,9950,10190,9950,10130,36572778
20160704_,10140,10225,10100,10200,16449811
20160705_,10175,10200,10110,10165,11645807
20160706_,10075,10080,9680,9760,49026566
20160707_,9860,10020,9810,9975,30176771
20160708_,9930,10025,9835,9880,22805970
20160711_,10035,10210,10035,10180,37571816
20160712_,10200,10285,10115,10170,24658022
20160713_,10320,10405,10230,10305,29089832
20160714_,10315,10390,10275,10350,16090227
20160715_,10445,10530,10380,10440,23298626
20160718_,10465,10535,10445,10490,10811822
20160719_,10525,10525,10400,10445,11282136
20160720_,10435,10445,10310,10415,10292557
20160721_,10500,10515,10395,10435,10141278
20160722_,10335,10460,10300,10425,10024872
20160725_,10470,10520,10390,10440,12581748
20160726_,10415,10625,10390,10615,15813785
20160727_,10630,10670,10605,10615,9611261
20160728_,10625,10655,10500,10545,10831281
20160729_,10545,10675,10520,10550,15501485
20160801_,10620,10730,10615,10710,12493352
20160802_,10655,10675,10535,10550,9011101
20160803_,10420,10420,10270,10300,18918804
20160804_,10380,10400,10270,10330,13042268
20160805_,10365,10565,10360,10565,16729858
20160808_,10680,10745,10595,10700,15463977
20160809_,10720,10905,10705,10870,19830333
20160810_,10850,10910,10805,10805,12370577
20160811_,10805,10840,10740,10835,9252708
20160812_,10915,11035,10860,10900,16912741
20160816_,10980,11040,10900,10900,9537864
20160817_,10850,10910,10785,10870,9795138
20160818_,10885,11030,10855,11030,12168153
20160819_,11060,11085,11000,11070,12168851
20160822_,11045,11060,10940,10955,8191150
20160823_,10975,11070,10965,11070,9860349
20160824_,11040,11075,10925,10970,8661713
20160825_,10940,11035,10885,10975,7979945
20160826_,10910,10935,10800,10915,9845876
20160829_,10775,10935,10730,10905,8933675
20160830_,10970,11120,10970,10995,15053249
20160831_,10985,11010,10875,10920,8058033
20160901_,10800,10855,10700,10855,13033655
20160902_,10875,10905,10820,10905,7809053
20160905_,11005,11180,11000,11170,14046381
20160906_,11170,11255,11165,11250,8536534
20160907_,11265,11370,11200,11200,10723109
20160908_,11220,11315,11150,11205,9055405
20160909_,11055,11075,10885,10950,17297490
20160912_,10580,10650,10400,10400,25078756
20160913_,10640,10640,10470,10480,17864986
20160919_,10400,10690,10400,10685,11610263
20160920_,10600,10720,10585,10710,9907476
20160921_,10695,10845,10675,10845,13339677
20160922_,10990,11120,10985,11015,20144767
20160923_,11085,11090,10985,11010,8481427
20160926_,11000,11105,10915,10950,8975984
20160927_,10860,11135,10765,11105,17795333
20160928_,11085,11100,11010,11035,7099229
20160929_,11130,11250,11125,11195,13191573
20160930_,11025,11085,10935,10940,11400129
20161004_,11055,11135,11030,11070,8378604
20161005_,10925,11110,10865,11080,12600832
20161006_,11230,11260,11125,11225,12149907
20161007_,11215,11245,11140,11140,5258513
20161010_,11070,11205,10975,11195,9297628
20161011_,11145,11205,10850,10860,29113946
20161012_,10745,10885,10720,10860,16636645
20161013_,10810,10840,10620,10655,22044213
20161014_,10705,10815,10695,10760,13547647
20161017_,10780,10860,10605,10795,20152148
20161018_,10805,10955,10800,10950,12685579
20161019_,10905,11075,10885,10960,16535137
20161020_,10995,11075,10970,10985,9933090
20161021_,10965,11015,10875,10890,11078488
20161024_,10970,11065,10960,11045,15200292
20161025_,11025,11055,10965,11005,8885895
20161026_,10910,10920,10645,10740,31937842
20161027_,10800,10865,10770,10850,15128712
20161028_,10800,10905,10800,10840,11647843
20161031_,10735,10855,10715,10795,8300529
20161101_,10785,10815,10600,10800,21663007
20161102_,10650,10685,10520,10535,29135698
20161103_,10500,10610,10465,10580,18029027
20161104_,10545,10575,10480,10520,11018887
20161107_,10680,10760,10645,10710,16003241
20161108_,10810,10810,10645,10745,18625527
20161109_,10830,10890,10075,10295,92379630
20161110_,10590,10730,10530,10700,39321507
20161111_,10545,10605,10455,10495,19151265
20161114_,10460,10500,10310,10340,21546414
20161115_,10310,10375,10255,10255,16555646
20161116_,10360,10405,10310,10335,14363178
20161117_,10275,10345,10190,10310,15617394
20161118_,10365,10370,10225,10320,13486395
20161121_,10260,10335,10220,10255,13770656
20161122_,10330,10520,10325,10495,18999121
20161123_,10505,10650,10470,10565,17722924
20161124_,10565,10595,10415,10460,12184217
20161125_,10500,10525,10435,10470,9615240
20161128_,10475,10560,10350,10535,13635768
20161129_,10525,10575,10490,10535,9568808
20161130_,10540,10680,10525,10640,18809696
20161201_,10650,10690,10605,10650,10958431
20161202_,10570,10605,10470,10510,16761747
20161205_,10465,10520,10405,10480,10412107
20161206_,10600,10765,10600,10715,23814945
20161207_,10780,10815,10735,10775,12732162
20161208_,10970,11120,10950,11115,40536224
20161209_,11120,11165,11085,11145,13632335
20161212_,11210,11225,11065,11125,10166769
20161213_,11135,11185,11095,11175,7920706
20161214_,11260,11320,11175,11195,9783630
20161215_,11050,11235,11030,11200,7997965
20161216_,11155,11260,11145,11240,7393411
20161219_,11180,11285,11180,11245,5242785
20161220_,11265,11320,11250,11300,7742021
20161221_,11345,11410,11265,11265,9679076
20161222_,11290,11310,11235,11255,4539370
20161223_,11245,11255,11210,11225,3654174
20161226_,11245,11260,11215,11240,3121942
20161227_,11255,11295,11245,11260,4873050
20161228_,11330,11395,11325,11355,9052346
20161229_,11330,11365,11285,11365,4213916
20170102_,11365,11500,11285,11440,6384908
20170103_,11505,11625,11470,11625,9951600
20170104_,11625,11660,11600,11645,6850002
20170105_,11635,11655,11575,11580,6167418
20170106_,11630,11720,11630,11675,8497670
20170109_,11705,11765,11690,11735,5444061
20170110_,11670,11740,11650,11705,4836499
20170111_,11730,12205,11730,12135,19923850
20170112_,12170,12230,12130,12190,9967634
20170113_,12150,12180,12110,12130,6881093
20170116_,12100,12165,11920,11985,10017067
20170117_,12010,12170,12010,12070,8089270
20170118_,12070,12130,11895,12060,9685452
20170119_,12175,12310,11965,12085,14283320
20170120_,11995,12065,11975,12030,5443988
20170123_,12005,12100,11885,12010,7092722
20170124_,12065,12140,11985,12035,6491743
20170125_,12195,12195,12035,12115,7140600
20170126_,12200,12375,12135,12320,14001894
20170131_,12245,12265,12155,12170,6444635
20170201_,12225,12270,12195,12255,5346444
20170202_,12245,12390,12115,12140,9824249
20170203_,12205,12240,12055,12175,8423080
20170206_,12365,12400,12175,12230,9208163
20170207_,12260,12265,12150,12180,5979663
20170208_,12150,12150,11905,12075,18545100
20170209_,12095,12175,12025,12100,7374581
20170210_,12210,12265,12140,12155,9279501
20170213_,12140,12170,12110,12155,4496442
20170214_,12220,12225,12030,12100,8351179
20170215_,12070,12205,12030,12165,7464828
20170216_,12210,12285,12130,12160,6991959
20170217_,12085,12190,12080,12160,4337419
20170220_,12190,12235,12145,12235,4655725
20170221_,12255,12565,12235,12455,19830751
20170222_,12485,12545,12470,12505,6451942
20170223_,12505,12535,12465,12510,4189990
20170224_,12500,12530,12270,12315,14004349
20170227_,12325,12350,12160,12225,8106796
20170228_,12230,12305,12205,12255,4970700
20170302_,12425,12555,12375,12475,15232931
20170303_,12365,12395,12165,12235,18077236
20170306_,12140,12290,12110,12270,8098329
20170307_,12290,12455,12265,12400,12345935
20170308_,12375,12510,12340,12440,10576452
20170309_,12450,12490,12375,12385,7486869
20170310_,12335,12505,12255,12435,14137377
